Thread ID: 268020
Total: 42.315561

 %self     total     self     wait    child    calls  name
  0.00      0.00     0.00     0.00     0.00       21  ActiveRecord::ConnectionAdapters::SQLiteAdapter#add_lock!
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Base#render_for_text
  0.00      0.02     0.00     0.00     0.02        2  ActionController::Helpers::ClassMethods#inherited
  0.00      0.00     0.00     0.00     0.00        5  ActionView::Helpers::TagHelper#content_tag
  0.00      0.00     0.00     0.00     0.00        9  ActiveRecord::AttributeMethods::ClassMethods#cache_attribute?
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::AttributeMethods::ClassMethods#define_read_method_for_time_zone_conversion
  0.00      0.00     0.00     0.00     0.00        6  Array#flatten-1
  0.00      0.00     0.00     0.00     0.00       12  ActionView::Base#evaluate_assigns
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Dependencies#autoload_module!
  0.00      0.00     0.00     0.00     0.00       20  <Class::Phrase(id: integer, text: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00     42.16     0.00     0.00    42.16        1  <Module::Benchmark>#measure
  0.00      0.00     0.00     0.00     0.00        5  ActionView::Helpers::AssetTagHelper#javascript_src_tag
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#undecorated_table_name
  0.00      0.00     0.00     0.00     0.00        1  CGI::Cookie#initialize
  0.00      0.00     0.00     0.00     0.00       10  Proc#call-1
  0.00     17.48     0.00     0.00    17.48       10  ActiveRecord::NamedScope::Scope#with_scope-4
  0.00      0.03     0.00     0.00     0.03        1  <Class::ActiveRecord::Base>#sqlite3_connection
  0.00     42.08     0.00     0.00    42.08       10  ActionView::TemplateHandlers::Compilable#render-1
  0.00      0.00     0.00     0.00     0.00       15  ActiveRecord::Reflection::MacroReflection#macro
  0.00      0.06     0.00     0.00     0.06        8  Object#require_dependency-1
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::ClassMethods#association_accessor_methods
  0.00      0.00     0.00     0.00     0.00       32  Class#superclass
  0.00     42.12     0.00     0.00    42.12        1  ActionController::Benchmarking#render
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::Reflection::AssociationReflection#derive_class_name
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::AttributeMethods::ClassMethods#define_write_method_for_time_zone_conversion
  0.00      0.10     0.00     0.00     0.10        5  ActiveSupport::Callbacks::Callback#call
  0.00      0.55     0.00     0.00     0.55       10  Chart#sort_categories
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Dependencies#autoloadable_module?
  0.00      0.00     0.00     0.00     0.00       10  ActiveSupport::Duration#is_a?
  0.00      0.00     0.00     0.00     0.00       11  Enumerable#map
  0.00     42.19     0.00     0.00    42.19        1  ActionController::Base#process_without_filters
  0.00      0.01     0.00     0.00     0.01       10  Chart#delete_empty_categories
  0.00      0.04     0.00     0.00     0.04       10  ActiveSupport::Duration#sum
  0.00      0.00     0.00     0.00     0.00       17  Mime::Type#to_s
  0.00      0.00     0.00     0.00     0.00        3  Module#attr_accessor
  0.00     42.27     0.00     0.00    42.27       10  Kernel#send-1
  0.00      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::RouteSet>#recognize_optimized
  0.00      0.00     0.00     0.00     0.00        6  Module#alias_method
  0.00      0.01     0.00     0.00     0.01       10  ActiveRecord::NamedScope::Scope#scopes-2
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiResponse#out
  0.00      0.00     0.00     0.00     0.00       32  String#size
  0.00      0.00     0.00     0.00     0.00       26  Array#initialize_copy
  0.00      0.00     0.00     0.00     0.00       12  Comparable#<
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#store_full_sti_class
  0.00      0.00     0.00     0.00     0.00       20  String#count
  0.00      0.00     0.00     0.00     0.00        1  <Class::CGI::Session>#generate_unique_id
  0.00      0.00     0.00     0.00     0.00        9  Module#module_eval
  0.00      0.00     0.00     0.00     0.00       12  Enumerable#find
  0.00      0.04     0.00     0.00     0.04       10  ActiveSupport::Duration#until
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#reset_primary_key
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::Base>#after_update
  0.00      0.00     0.00     0.00     0.00        5  ActionView::Helpers::TagHelper#content_tag_string
  0.00      0.00     0.00     0.00     0.00        9  ActiveSupport::CoreExtensions::String::Inflections#singularize
  0.00      0.00     0.00     0.00     0.00        3  ActiveRecord::Observing::ClassMethods#inherited
  0.00      0.08     0.00     0.00     0.08        4  Class#const_missing-1
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::Base>#after_create
  0.00      0.00     0.00     0.00     0.00       29  Float#-
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#inherited
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#remote_ip
  0.00      0.00     0.00     0.00     0.00       15  <Class::ActiveRecord::Base>#attribute_types_cached_by_default
  0.00     42.12     0.00     0.00    42.12        2  ActionView::Base#render_file
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#stale_session_check!
  0.00      0.00     0.00     0.00     0.00        6  ActionController::AbstractRequest#request_method
  0.00      0.01     0.00     0.00     0.01        1  SQLite3::Database#initialize
  0.00      0.00     0.00     0.00     0.00       12  ActionView::TemplateHandler#initialize
  0.00      0.00     0.00     0.00     0.00        2  StringIO#write
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#descends_from_active_record?
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#get_primary_key
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#initialize
  0.00      0.00     0.00     0.00     0.00        4  ActiveRecord::Associations::ClassMethods#association_constructor_method
  0.00      0.00     0.00     0.00     0.00        4  HashWithIndifferentAccess#convert_value
  0.00      0.00     0.00     0.00     0.00        7  ActionController::AbstractRequest#protocol
  0.00      0.00     0.00     0.00     0.00       23  Kernel#singleton_method_added
  0.00      0.04     0.00     0.00     0.04        3  ActionController::Helpers::ClassMethods#helper
  0.00      0.00     0.00     0.00     0.00       10  NameError#initialize
  0.00      0.00     0.00     0.00     0.00       14  Object#duplicable?
  0.00      0.02     0.00     0.00     0.02        3  ActiveRecord::ConnectionAdapters::SQLite3Adapter#table_structure
  0.00      0.00     0.00     0.00     0.00       23  Symbol#to_sym
  0.00      0.00     0.00     0.00     0.00       14  <Module::ActiveSupport::Dependencies>#load_once_paths
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#parse_result
  0.00      0.05     0.00     0.00     0.05       10  Enumerable#min
  0.00      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement::ClassMethods#session_options_for
  0.00      0.00     0.00     0.00     0.00       10  Time#utc
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Base#default_template_name
  0.00      0.00     0.00     0.00     0.00       12  ActionView::Base#cache_template_loading
  0.00      0.00     0.00     0.00     0.00       10  Enumerable#detect
  0.00      0.00     0.00     0.00     0.00        3  ActionController::Layout::ClassMethods#layout_list
  0.00      0.00     0.00     0.00     0.00       13  <Module::ActiveSupport::Dependencies>#history
  0.00      0.03     0.00     0.00     0.03        3  ActiveRecord::AttributeMethods::ClassMethods#define_attribute_methods
  0.00      0.00     0.00     0.00     0.00        1  CGI::Cookie#to_s
  0.00      0.02     0.00     0.00     0.02       10  ActiveRecord::Reflection::AssociationReflection#quoted_table_name
  0.00      0.00     0.00     0.00     0.00       10  Hash#replace
  0.00      0.00     0.00     0.00     0.00       13  <Module::ActiveSupport::Dependencies>#mechanism
  0.00      0.00     0.00     0.00     0.00       12  ActionController::Base#logger
  0.00      0.00     0.00     0.00     0.00       10  Chart#initialize
  0.00      0.00     0.00     0.00     0.00       12  ActionView::TemplateHandlers::ERB#compile_time
  0.00      0.00     0.00     0.00     0.00       13  <Module::ActiveSupport::Dependencies>#warnings_on_first_load
  0.00      0.00     0.00     0.00     0.00        2  ActionController::AbstractResponse#content_type
  0.00      0.10     0.00     0.00     0.10        6  Module#const_missing
  0.00      0.00     0.00     0.00     0.00        2  Hash#each_pair
  0.00      0.00     0.00     0.00     0.00        4  ActiveRecord::Associations::ClassMethods#add_association_callbacks
  0.00      0.00     0.00     0.00     0.00        1  CGI#initialize_without_stdinput
  0.00      0.02     0.00     0.00     0.02        1  <Class::ActionController::Base>#action_methods
  0.00      0.00     0.00     0.00     0.00       12  ActionView::TemplateHandlers::Compilable::ClassMethod#compilable?
  0.00      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#initialize
  0.00      0.00     0.00     0.00     0.00        6  ActiveSupport::BufferedLogger#info
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_before_filters
  0.00      0.09     0.00     0.00     0.09        2  ActiveSupport::Callbacks::Callback#evaluate_method-1
  0.00      0.00     0.00     0.00     0.00       12  <Class::ActionView::Base>#computed_public_paths
  0.00      0.00     0.00     0.00     0.00       20  Numeric#coerce
  0.00      0.00     0.00     0.00     0.00       12  <Class::ActionController::Base>#asset_host
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout#active_layout
  0.00      0.00     0.00     0.00     0.00        2  ActionController::AbstractResponse#charset
  0.00      0.00     0.00     0.00     0.00       12  ActionController::Base#response
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Inflector#demodulize
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::ClassMethods#create_belongs_to_reflection
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_template_class
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActionController::Base>#view_paths
  0.00      0.00     0.00     0.00     0.00       16  String#strip
  0.00      0.00     0.00     0.00     0.00        6  Enumerable#to_set
  0.00      0.00     0.00     0.00     0.00       15  <Module::SQLite3::Driver::Native::API>#sqlite3_column_count
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_default_content_type_and_charset
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session::StubCGI#initialize
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#connected?
  0.00      0.00     0.00     0.00     0.00       20  Fixnum#-@
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#javascript_include_tag
  0.00      0.00     0.00     0.00     0.00       20  Fixnum#*-1
  0.00      0.00     0.00     0.00     0.00        2  ActionController::StatusCodes#interpret_status
  0.00      0.02     0.00     0.00     0.02        1  ActionController::Routing::RouteSet#recognize
  0.00      0.00     0.00     0.00     0.00        7  Kernel#String
  0.00      0.00     0.00     0.00     0.00        4  ActiveRecord::Associations::ClassMethods#create_extension_modules
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#active_record_runtime
  0.00      0.00     0.00     0.00     0.00        3  ActionController::AbstractRequest#method
  0.00     42.11     0.00     0.00    42.11        1  ActionController::Base#render_for_file
  0.00      0.00     0.00     0.00     0.00       10  <Class::#<Class:0x18eaa84>>#allocate
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#hidden_actions
  0.00     42.16     0.00     0.00    42.16        1  ActionController::Filters::InstanceMethods#call_filters
  0.00      0.00     0.00     0.00     0.00       10  Exception#initialize
  0.00      0.00     0.00     0.00     0.00       20  Fixnum#<=
  0.00      0.00     0.00     0.00     0.00        6  <Class::ActiveRecord::Base>#base_class
  0.00      0.10     0.00     0.00     0.10        2  ActiveSupport::Callbacks#run_callbacks
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Filters::ClassMethods#filter_chain
  0.00      0.00     0.00     0.00     0.00       10  ActionView::TemplateHandlers::ERB#template_args
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::FilterChain#find_or_create_filter
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#close
  0.00      0.00     0.00     0.00     0.00        3  SQLite3::Driver::Native::Driver#libversion
  0.00      0.10     0.00     0.00     0.10        2  ActiveSupport::Callbacks::CallbackChain#run
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#before_destroy
  0.00      0.00     0.00     0.00     0.00       12  Struct#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#default_layout_with_format
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#expand_javascript_sources
  0.00      0.01     0.00     0.00     0.01        1  SQLite3::Database#load_driver
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#parse_sqlite_config!
  0.00      0.00     0.00     0.00     0.00        4  ActiveRecord::Validations::ClassMethods#validation_method
  0.00      0.00     0.00     0.00     0.00        3  Observable#notify_observers
  0.00      0.03     0.00     0.00     0.03        1  <Class::ActiveRecord::Base>#connection=
  0.00      0.00     0.00     0.00     0.00       14  String#initialize_copy
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#stylesheet_link_tag
  0.00      0.00     0.00     0.00     0.00        2  ActiveSupport::CoreExtensions::Hash::IndifferentAccess#with_indifferent_access
  0.00     42.29     0.00     0.00    42.29        6  Kernel#send
  0.00      0.00     0.00     0.00     0.00        8  ActionController::AbstractRequest#relative_url_root
  0.00      0.00     0.00     0.00     0.00        6  <Class::Mime::Type>#lookup
  0.00      0.00     0.00     0.00     0.00        3  Mime::Type::AcceptItem#==
  0.00     42.16     0.00     0.00    42.16        1  ActionController::Base#perform_action_without_filters
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#path
  0.00     42.19     0.00     0.00    42.19        1  ActiveRecord::QueryCache#cache
  0.00      0.00     0.00     0.00     0.00        3  ActionController::AbstractRequest#parameters
  0.00      0.00     0.00     0.00     0.00        1  ActionView::TemplateFinder#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Flash::InstanceMethods#flash_without_components
  0.00      0.00     0.00     0.00     0.00        5  ActionView::Helpers::AssetTagHelper#path_to_javascript
  0.00      0.00     0.00     0.00     0.00        3  Kernel#instance_variables
  0.00      0.00     0.00     0.00     0.00       13  File::Stat#mtime
  0.00     42.11     0.00     0.00    42.11        1  ActiveRecord::NamedScope::Scope#each
  0.00     42.12     0.00     0.00    42.12        1  <Module::Benchmark>#realtime
  0.00      0.00     0.00     0.00     0.00       12  Module#remove_const
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActionController::Base>#view_paths-1
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#connection=-1
  0.00      0.00     0.00     0.00     0.00        1  CGI::QueryExtension#initialize_query
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::Reflection::MacroReflection#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#default_layout
  0.00      0.00     0.00     0.00     0.00        2  ActiveSupport::Callbacks::CallbackChain#find
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_shortcuts_without_flash
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Helpers::ClassMethods#all_application_helpers
  0.00      0.00     0.00     0.00     0.00        2  ActiveSupport::Inflector#foreign_key
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#query_string
  0.00      0.02     0.00     0.00     0.02        3  ActiveRecord::ConnectionAdapters::SQLiteAdapter#columns
  0.00      0.00     0.00     0.00     0.00        3  CGI::Session#[]
  0.00      0.00     0.00     0.00     0.00       10  String#inspect
  0.00     42.11     0.00     0.00    42.11        1  ActionView::Base::CompiledTemplates#_run_erb_47app47views47dashboards47show46html46erb
  0.00      0.00     0.00     0.00     0.00        2  <Module::Process>#times
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::Validations::ClassMethods#validates_uniqueness_of
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout#action_has_layout?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection::ClassMethods#protect_from_forgery
  0.00      0.09     0.00     0.00     0.09        1  ActionController::Dispatcher#reload_application
  0.00      0.00     0.00     0.00     0.00       10  <Class::File>#dirname
  0.00      0.00     0.00     0.00     0.00       14  Float#+
  0.00      0.09     0.00     0.00     0.09        2  ActiveSupport::Dependencies#depend_on
  0.00      0.00     0.00     0.00     0.00       14  <Class::String>#allocate
  0.00      0.05     0.00     0.00     0.05        2  <Class::ActiveRecord::Base>#compute_type
  0.00      0.00     0.00     0.00     0.00        2  Hash#clear
  0.00      0.00     0.00     0.00     0.00       12  File::Stat#symlink?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#to_plain_segments
  0.00      0.00     0.00     0.00     0.00        4  Class#new-2
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::Validations::ClassMethods#validates_each
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#ensure_secret_secure
  0.00      0.00     0.00     0.00     0.00        2  ActionController::AbstractRequest#request_uri
  0.00      0.01     0.00     0.00     0.01        1  ActionController::Dispatcher#cleanup_application
  0.00      0.09     0.00     0.00     0.09        2  ActiveSupport::Callbacks::Callback#call-1
  0.00      0.00     0.00     0.00     0.00        1  SQLite3::Driver::Native::Driver#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#complete_request_uri
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#stylesheet_tag
  0.00     42.31     0.00     0.00    42.31        1  Mutex#synchronize
  0.00      0.00     0.00     0.00     0.00        1  Hash#inspect
  0.00      0.00     0.00     0.00     0.00       10  Time#year
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#requestify
  0.00      0.00     0.00     0.00     0.00       10  <Class::File>#basename
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#accepts
  0.00     42.32     0.00     0.00    42.32        1  ActionController::Integration::Runner#get
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#marshal
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#reload
  0.00      0.00     0.00     0.00     0.00        4  ActiveSupport::CoreExtensions::String::Inflections#constantize-1
  0.00      0.00     0.00     0.00     0.00        7  Mime::Type#to_sym
  0.00      0.00     0.00     0.00     0.00       11  Time#usec
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::Reflection::MacroReflection#class_name
  0.00      0.00     0.00     0.00     0.00       10  #<Class:0x18eaa84>#value
  0.00      0.00     0.00     0.00     0.00        2  ActionView::Helpers::AssetTagHelper#determine_source
  0.00     42.16     0.00     0.00    42.16        1  ActiveRecord::ConnectionAdapters::QueryCache#cache
  0.00     42.11     0.00     0.00    42.11        1  ActionController::Base#render_with_no_layout
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#convert_content_type!
  0.00     42.16     0.00     0.00    42.16        1  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.00      0.00     0.00     0.00     0.00        1  <Module::Marshal>#dump
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#host_with_port_without_standard_port_handling
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Dependencies#clear
  0.00     42.12     0.00     0.00    42.12        2  ActionView::Template#render
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Components::InstanceMethods#flash
  0.00      0.01     0.00     0.00     0.01        1  <Class::ActionView::TemplateFinder>#reload!
  0.00      0.00     0.00     0.00     0.00        3  Module#private_instance_methods
  0.00      0.00     0.00     0.00     0.00        6  TrueClass#duplicable?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement#clear_persistent_model_associations
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#should_not_skip?
  0.00     42.31     0.00     0.00    42.31        1  ActionController::Dispatcher#dispatch_cgi
  0.00      0.00     0.00     0.00     0.00        1  <Class::File>#stat
  0.00      0.00     0.00     0.00     0.00        3  Module#protected_instance_methods
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Flash::InstanceMethods#assign_shortcuts
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::Reflection::AssociationReflection#through_reflection
  0.00      0.00     0.00     0.00     0.00        4  ActionController::CgiRequest#session_options_with_string_keys
  0.00      0.00     0.00     0.00     0.00        1  SQLite3::Database#close
  0.00      0.00     0.00     0.00     0.00        1  <Class::CGI::Cookie>#parse
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#sweep
  0.00      0.00     0.00     0.00     0.00        3  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Dependencies#remove_unloadable_constants!
  0.00      0.00     0.00     0.00     0.00        3  ActionController::Base#add_variables_to_assigns
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#template_exempt_from_layout?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement#set_session_options_without_components
  0.00      0.00     0.00     0.00     0.00       10  Fixnum#--1
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#table_name
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#set_table_name
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#expand_stylesheet_sources
  0.00      0.01     0.00     0.00     0.01        3  SQLite3::Database#execute2
  0.00      0.00     0.00     0.00     0.00        3  ActiveSupport::CoreExtensions::String::Inflections#demodulize
  0.00      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#request_origin
  0.00      0.00     0.00     0.00     0.00       10  Time#min
  0.00     42.21     0.00     0.00    42.21        1  ActionController::Dispatcher#handle_request
  0.00      0.00     0.00     0.00     0.00        3  ActiveSupport::CoreExtensions::String::Inflections#pluralize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Http::Headers#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#rendering_runtime
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#subclasses
  0.00      0.00     0.00     0.00     0.00       11  Module#included
  0.00      0.00     0.00     0.00     0.00        3  SQLite3::ResultSet#columns
  0.00      0.00     0.00     0.00     0.00        2  Kernel#require
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#session
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#generate_digest
  0.00      0.00     0.00     0.00     0.00       10  Time#hour
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::ClassMethods#configure_dependency_for_belongs_to
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#set_primary_key
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#write_cookie
  0.00      0.00     0.00     0.00     0.00       10  Time#sec
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#type_name_with_module
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#reset_subclasses
  0.00      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.00      0.00     0.00     0.00     0.00       10  ActiveRecord::Associations::AssociationCollection#construct_find_options!
  0.00      0.09     0.00     0.00     0.09        2  Object#require_dependency
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#controller_path
  0.00      0.00     0.00     0.00     0.00       10  Time#mday
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout#apply_layout?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout#pick_layout
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#after_dispatch_callback_chain
  0.00      0.00     0.00     0.00     0.00        6  String#insert
  0.00     42.32     0.00     0.00    42.32        4  Kernel#send!
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#layout
  0.00      0.00     0.00     0.00     0.00        4  Enumerable#inject-1
  0.00      0.04     0.00     0.00     0.04        1  ActionController::Helpers::ClassMethods#helper-1
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#primary_key
  0.00      0.09     0.00     0.00     0.09        1  ActiveSupport::Callbacks#run_callbacks-1
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::BeforeFilter#call
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.00      0.01     0.00     0.00     0.01        1  Kernel#silence_warnings
  0.00      0.03     0.00     0.00     0.03        2  Object#require
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#add_instance_variables_to_assigns
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#prepare!
  0.00      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#verified_request?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#query_string
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_current_url
  0.00      0.00     0.00     0.00     0.00       10  Kernel#Integer
  0.00      0.00     0.00     0.00     0.00        3  Enumerable#grep
  0.00      0.00     0.00     0.00     0.00        2  ActionController::CgiRequest#query_parameters
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiExt::Stdinput#initialize
  0.00      0.00     0.00     0.00     0.00        1  SQLite3::Driver::Native::Driver#close
  0.00      0.00     0.00     0.00     0.00       10  Time#mon
  0.00      0.00     0.00     0.00     0.00        8  Hash#blank?
  0.00      0.09     0.00     0.00     0.09        1  ActiveSupport::Callbacks::CallbackChain#run-1
  0.00      0.00     0.00     0.00     0.00        2  ActiveSupport::CoreExtensions::String::Inflections#foreign_key
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#before_dispatch_callback_chain
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#should_run_callback?
  0.00      0.00     0.00     0.00     0.00        4  ActionController::Base#performed?
  0.00      0.00     0.00     0.00     0.00        1  <Class::OpenSSL::HMAC>#hexdigest
  0.00      0.02     0.00     0.00     0.02        1  DashboardsController#show
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::FilterChain#update_filter_chain
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::FilterChain#find_filter_append_position
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Http::Headers#[]
  0.00      0.00     0.00     0.00     0.00        1  <Class::Page(id: integer, url: string, created_at: datetime, updated_at: datetime, position: integer)>#ordered
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_after_filters
  0.00      0.00     0.00     0.00     0.00        1  Set#-
  0.00      0.00     0.00     0.00     0.00        2  HashWithIndifferentAccess#update
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Dispatcher>#prepare_dispatch_callback_chain
  0.00      0.00     0.00     0.00     0.00        1  Benchmark::Tms#initialize
  0.00      0.00     0.00     0.00     0.00        1  SQLite3::Driver::Native::Driver#busy_timeout
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::FilterChain#update_filter_in_chain
  0.00      0.00     0.00     0.00     0.00        6  TrueClass#to_s
  0.00     42.19     0.00     0.00    42.19        1  ActionController::Base#process
  0.00     42.12     0.00     0.00    42.12        2  ActionView::Base#execute
  0.00      0.00     0.00     0.00     0.00        1  Time#to_default_s
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#set_content_length!
  0.00      0.00     0.00     0.00     0.00        1  Kernel#instance_variable_names
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#verify_active_connections!
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#store_full_sti_class-1
  0.00      0.00     0.00     0.00     0.00        1  Digest::Instance#digest
